amfi_code,date,nav
125497,21-03-2024,175.9129
125497,22-03-2024,178.4065
125497,25-03-2024,179.2115
125497,26-03-2024,178.399
125497,27-03-2024,179.834
125497,28-03-2024,184.8151
125497,29-03-2024,185.3016
125497,01-04-2024,185.9369
125497,02-04-2024,184.9956
125497,03-04-2024,183.1923
125497,04-04-2024,185.1
125497,05-04-2024,183.2818
125497,08-04-2024,183.5217
125497,09-04-2024,182.5523
125497,10-04-2024,183.6837
125497,11-04-2024,184.5019
125497,12-04-2024,186.882
125497,15-04-2024,185.8224
125497,16-04-2024,185.3042
125497,17-04-2024,183.2112
125497,18-04-2024,182.3168
125497,19-04-2024,183.2243
125497,22-04-2024,184.9711
125497,23-04-2024,183.0075
125497,24-04-2024,184.9996
125497,25-04-2024,188.0923
125497,26-04-2024,189.1101
125497,29-04-2024,193.4543
125497,30-04-2024,191.745
125497,01-05-2024,188.9674
125497,02-05-2024,185.019
125497,03-05-2024,188.4239
125497,06-05-2024,189.9882
125497,07-05-2024,189.947
125497,08-05-2024,190.6706
125497,09-05-2024,188.1813
125497,10-05-2024,193.7889
125497,13-05-2024,194.1766
125497,14-05-2024,194.5189
125497,15-05-2024,196.3005
125497,16-05-2024,197.5219
125497,17-05-2024,198.1414
125497,20-05-2024,196.3511
125497,21-05-2024,197.5503
125497,22-05-2024,202.1008
125497,23-05-2024,205.4546
125497,24-05-2024,209.475
125497,27-05-2024,208.2843
125497,28-05-2024,205.9045
125497,29-05-2024,205.6864
125497,30-05-2024,205.9165
125497,31-05-2024,208.7129
125497,03-06-2024,204.568
125497,04-06-2024,208.4148
125497,05-06-2024,208.1134
125497,06-06-2024,207.141
125497,07-06-2024,204.7184
125497,10-06-2024,200.7452
125497,11-06-2024,202.8185
125497,12-06-2024,203.0882
125497,13-06-2024,200.0359
125497,14-06-2024,197.0171
125497,17-06-2024,196.3119
125497,18-06-2024,200.3321
125497,19-06-2024,199.7982
125497,20-06-2024,196.2842
125497,21-06-2024,195.7937
125497,24-06-2024,195.241
125497,25-06-2024,189.0103
125497,26-06-2024,188.9723
125497,27-06-2024,188.5336
125497,28-06-2024,190.1935
125497,01-07-2024,194.499
125497,02-07-2024,197.216
125497,03-07-2024,196.6684
125497,04-07-2024,194.1454
125497,05-07-2024,200.2281
125497,08-07-2024,200.4605
125497,09-07-2024,200.5842
125497,10-07-2024,200.6164
125497,11-07-2024,201.1835
125497,12-07-2024,200.9255
125497,15-07-2024,199.6328
125497,16-07-2024,198.4126
125497,17-07-2024,198.4239
125497,18-07-2024,197.2192
125497,19-07-2024,195.6209
125497,22-07-2024,195.9588
125497,23-07-2024,195.4474
125497,24-07-2024,199.0628
125497,25-07-2024,192.8198
125497,26-07-2024,195.4322
125497,29-07-2024,198.4424
125497,30-07-2024,193.5943
125497,31-07-2024,192.8853
125497,01-08-2024,192.1124
125497,02-08-2024,188.954
125497,05-08-2024,187.2754
125497,06-08-2024,184.8639
125497,07-08-2024,188.8343
125497,08-08-2024,191.0395
125497,09-08-2024,194.0405
125497,12-08-2024,195.8082
125497,13-08-2024,193.2434
125497,14-08-2024,192.114
125497,15-08-2024,193.3286
125497,16-08-2024,190.5804
125497,19-08-2024,192.2967
125497,20-08-2024,191.8287
125497,21-08-2024,191.0522
125497,22-08-2024,192.7681
125497,23-08-2024,193.8826
125497,26-08-2024,193.13
125497,27-08-2024,195.9037
125497,28-08-2024,193.4505
125497,29-08-2024,194.9674
125497,30-08-2024,196.4427
125497,02-09-2024,195.8014
125497,03-09-2024,196.6558
125497,04-09-2024,193.7918
125497,05-09-2024,196.0279
125497,06-09-2024,195.6811
125497,09-09-2024,194.5418
125497,10-09-2024,197.0782
125497,11-09-2024,195.5012
125497,12-09-2024,192.2849
125497,13-09-2024,188.7796
125497,16-09-2024,190.2374
125497,17-09-2024,187.4
125497,18-09-2024,191.4305
125497,19-09-2024,186.7341
125497,20-09-2024,190.6195
125497,23-09-2024,191.188
125497,24-09-2024,191.0522
125497,25-09-2024,189.8888
125497,26-09-2024,190.8838
125497,27-09-2024,190.8835
125497,30-09-2024,193.4966
125497,01-10-2024,193.8489
125497,02-10-2024,194.2858
125497,03-10-2024,193.5255
125497,04-10-2024,193.4803
125497,07-10-2024,194.282
125497,08-10-2024,190.3824
125497,09-10-2024,187.388
125497,10-10-2024,189.1437
125497,11-10-2024,189.6166
125497,14-10-2024,189.2833
125497,15-10-2024,189.4103
125497,16-10-2024,190.2856
125497,17-10-2024,189.1387
125497,18-10-2024,187.4574
125497,21-10-2024,187.9823
125497,22-10-2024,185.8599
125497,23-10-2024,186.854
125497,24-10-2024,183.1205
125497,25-10-2024,185.4644
125497,28-10-2024,186.5997
125497,29-10-2024,187.2569
125497,30-10-2024,189.5494
125497,31-10-2024,193.423
125497,01-11-2024,195.8644
125497,04-11-2024,191.6258
125497,05-11-2024,188.7697
125497,06-11-2024,187.4393
125497,07-11-2024,187.5823
125497,08-11-2024,188.8319
125497,11-11-2024,187.2724
125497,12-11-2024,187.7764
125497,13-11-2024,186.1588
125497,14-11-2024,184.8765
125497,15-11-2024,181.839
125497,18-11-2024,179.9062
125497,19-11-2024,177.0691
125497,20-11-2024,175.0752
125497,21-11-2024,177.3676
125497,22-11-2024,175.4267
125497,25-11-2024,181.0471
125497,26-11-2024,182.2003
125497,27-11-2024,182.6864
125497,28-11-2024,180.8869
125497,29-11-2024,182.4885
125497,02-12-2024,181.31
125497,03-12-2024,181.6571
125497,04-12-2024,187.3195
125497,05-12-2024,187.1879
125497,06-12-2024,189.8537
125497,09-12-2024,188.3371
125497,10-12-2024,188.3428
125497,11-12-2024,192.4297
125497,12-12-2024,191.0685
125497,13-12-2024,195.3101
125497,16-12-2024,197.0568
125497,17-12-2024,195.8154
125497,18-12-2024,197.3896
125497,19-12-2024,199.7821
125497,20-12-2024,201.3627
125497,23-12-2024,197.6591
125497,24-12-2024,196.0233
125497,25-12-2024,195.5293
125497,26-12-2024,195.4426
125497,27-12-2024,196.9863
125497,30-12-2024,197.495
125497,31-12-2024,194.4191
125497,01-01-2025,195.3936
125497,02-01-2025,196.9132
125497,03-01-2025,198.3246
125497,06-01-2025,200.986
125497,07-01-2025,203.0877
125497,08-01-2025,204.2982
125497,09-01-2025,204.2181
125497,10-01-2025,200.2396
125497,13-01-2025,201.362
125497,14-01-2025,201.9545
125497,15-01-2025,202.7035
125497,16-01-2025,199.6891
125497,17-01-2025,197.1885
125497,20-01-2025,199.7692
125497,21-01-2025,199.7643
125497,22-01-2025,201.4879
125497,23-01-2025,201.647
125497,24-01-2025,201.8098
125497,27-01-2025,204.1728
125497,28-01-2025,203.0004
125497,29-01-2025,203.3259
125497,30-01-2025,202.2895
125497,31-01-2025,201.3258
125497,03-02-2025,200.6694
125497,04-02-2025,201.2946
125497,05-02-2025,200.2288
125497,06-02-2025,203.3361
125497,07-02-2025,201.2448
125497,10-02-2025,200.884
125497,11-02-2025,199.9144
125497,12-02-2025,203.4756
125497,13-02-2025,204.0471
125497,14-02-2025,206.6655
125497,17-02-2025,203.0743
125497,18-02-2025,203.8165
125497,19-02-2025,206.0841
125497,20-02-2025,206.3803
125497,21-02-2025,209.1119
125497,24-02-2025,207.9079
125497,25-02-2025,211.5177
125497,26-02-2025,217.4479
125497,27-02-2025,216.599
125497,28-02-2025,215.5385
125497,03-03-2025,219.3947
125497,04-03-2025,223.652
125497,05-03-2025,222.3494
125497,06-03-2025,221.3283
125497,07-03-2025,220.6795
125497,10-03-2025,217.2185
125497,11-03-2025,214.9216
125497,12-03-2025,212.4286
125497,13-03-2025,210.567
125497,14-03-2025,210.5741
125497,17-03-2025,211.2607
125497,18-03-2025,215.2865
125497,19-03-2025,212.8042
125497,20-03-2025,215.4135
125497,21-03-2025,214.9573
125497,24-03-2025,214.9265
125497,25-03-2025,216.7636
125497,26-03-2025,213.9408
125497,27-03-2025,215.0188
125497,28-03-2025,215.5451
125497,31-03-2025,216.9158
125497,01-04-2025,217.7661
125497,02-04-2025,224.2803
125497,03-04-2025,222.6648
125497,04-04-2025,221.3462
125497,07-04-2025,219.7906
125497,08-04-2025,218.4245
125497,09-04-2025,216.8521
125497,10-04-2025,220.0438
125497,11-04-2025,223.8937
125497,14-04-2025,222.461
125497,15-04-2025,220.3391
125497,16-04-2025,221.6847
125497,17-04-2025,220.3155
125497,18-04-2025,222.0879
125497,21-04-2025,222.7287
125497,22-04-2025,218.7777
125497,23-04-2025,222.9389
125497,24-04-2025,227.8436
125497,25-04-2025,226.2707
125497,28-04-2025,225.3198
125497,29-04-2025,226.1942
125497,30-04-2025,227.2038
125497,01-05-2025,229.1015
125497,02-05-2025,234.7311
125497,05-05-2025,234.3383
125497,06-05-2025,232.1989
125497,07-05-2025,228.4601
125497,08-05-2025,226.559
125497,09-05-2025,226.5709
125497,12-05-2025,231.552
125497,13-05-2025,230.218
125497,14-05-2025,230.9398
125497,15-05-2025,230.9982
125497,16-05-2025,234.3964
125497,19-05-2025,241.6095
125497,20-05-2025,240.179
125497,21-05-2025,238.8765
125497,22-05-2025,241.9771
125497,23-05-2025,244.066
125497,26-05-2025,249.5845
125497,27-05-2025,251.4456
125497,28-05-2025,250.4747
125497,29-05-2025,252.3627
125497,30-05-2025,255.8338
125497,02-06-2025,258.4678
125497,03-06-2025,260.1575
125497,04-06-2025,263.6046
125497,05-06-2025,267.422
125497,06-06-2025,271.9778
125497,09-06-2025,274.2174
125497,10-06-2025,273.7909
125497,11-06-2025,274.3961
125497,12-06-2025,278.4923
125497,13-06-2025,275.8875
125497,16-06-2025,277.2322
125497,17-06-2025,276.0484
125497,18-06-2025,276.2679
125497,19-06-2025,280.6305
125497,20-06-2025,281.4004
125497,23-06-2025,281.6838
125497,24-06-2025,277.214
125497,25-06-2025,279.8212
125497,26-06-2025,282.1145
125497,27-06-2025,289.5649
125497,30-06-2025,288.6258
125497,01-07-2025,289.5147
125497,02-07-2025,290.5114
125497,03-07-2025,296.1413
125497,04-07-2025,295.9359
125497,07-07-2025,297.06
125497,08-07-2025,299.3606
125497,09-07-2025,300.1657
125497,10-07-2025,298.6927
125497,11-07-2025,299.5228
125497,14-07-2025,303.5165
125497,15-07-2025,299.9143
125497,16-07-2025,300.5278
125497,17-07-2025,298.1382
125497,18-07-2025,302.5478
125497,21-07-2025,297.1539
125497,22-07-2025,295.2946
125497,23-07-2025,296.7642
125497,24-07-2025,302.4728
125497,25-07-2025,302.3703
125497,28-07-2025,300.4918
125497,29-07-2025,307.4103
125497,30-07-2025,302.2071
125497,31-07-2025,294.3691
125497,01-08-2025,296.0559
125497,04-08-2025,294.4055
125497,05-08-2025,290.9301
125497,06-08-2025,293.534
