investor_id,avg_gap_days,sip_count,at_risk
INV000129,55.0,2,True
INV000130,680.0,2,True
INV000131,101.5,3,True
INV000132,237.0,6,True
INV000133,487.0,3,True
INV000134,423.3333333333333,4,True
INV000135,142.0,8,True
INV000136,927.0,2,True
INV000137,283.5,5,True
INV000138,315.5,3,True
INV000139,121.28571428571429,8,True
INV000140,136.2,6,True
INV000141,337.75,5,True
INV000142,216.2,6,True
INV000143,181.42857142857142,8,True
INV000144,351.75,5,True
INV000145,215.8,6,True
INV000146,134.71428571428572,8,True
INV000147,1023.0,2,True
INV000148,219.4,6,True
INV000149,328.0,4,True
INV000150,163.25,5,True
INV000151,132.0,5,True
INV000152,125.14285714285714,8,True
INV000153,165.57142857142858,8,True
INV000154,132.22222222222223,10,True
INV000155,260.0,5,True
INV000156,333.5,3,True
INV000157,125.88888888888889,10,True
INV000158,779.0,2,True
INV000159,,1,False
INV000160,210.0,5,True
INV000161,252.2,6,True
INV000162,279.75,5,True
INV000163,823.0,2,True
INV000164,145.33333333333334,10,True
INV000165,137.25,9,True
INV000166,222.0,3,True
INV000167,196.71428571428572,8,True
INV000168,136.6,6,True
INV000169,154.71428571428572,8,True
INV000170,406.5,3,True
INV000171,348.5,5,True
INV000172,171.57142857142858,8,True
INV000173,828.0,2,True
INV000174,147.16666666666666,7,True
INV000175,252.0,5,True
INV000176,166.5,7,True
INV000177,175.25,9,True
INV000178,285.0,4,True
INV000179,168.125,9,True
INV000180,145.625,9,True
INV000181,168.14285714285714,8,True
INV000182,195.33333333333334,7,True
INV000183,367.3333333333333,4,True
INV000184,101.0,11,True
INV000185,138.75,9,True
INV000186,131.5,9,True
INV000187,461.0,3,True
INV000188,98.28571428571429,8,True
INV000189,393.0,3,True
INV000190,210.25,5,True
INV000191,277.5,5,True
INV000192,1253.0,2,True
INV000193,160.5,3,True
INV000194,171.83333333333334,7,True
INV000195,241.4,6,True
INV000196,168.875,9,True
INV000197,167.42857142857142,8,True
INV000198,470.0,3,True
INV000199,365.0,4,True
INV000200,200.83333333333334,7,True
INV000201,169.6,6,True
INV000202,122.72727272727273,12,True
INV000203,202.33333333333334,7,True
INV000204,225.0,5,True
INV000205,,1,False
INV000206,877.0,2,True
INV000207,513.0,2,True
INV000208,174.0,2,True
INV000209,446.5,3,True
INV000210,200.66666666666666,4,True
INV000211,219.0,3,True
INV000212,290.75,5,True
INV000213,236.0,6,True
INV000214,199.83333333333334,7,True
INV000215,430.5,3,True
INV000216,110.5,7,True
INV000217,58.0,3,True
INV000218,111.0,7,True
INV000219,279.25,5,True
INV000220,244.66666666666666,4,True
INV000221,424.3333333333333,4,True
INV000222,241.2,6,True
INV000223,120.5,5,True
INV000224,196.0,6,True
INV000225,24.0,3,False
INV000226,150.75,9,True
INV000227,128.75,9,True
INV000228,194.0,2,True
INV000229,747.0,2,True
INV000230,337.6666666666667,4,True
INV000231,196.5,7,True
INV000232,176.83333333333334,7,True
INV000233,257.5,3,True
INV000234,210.16666666666666,7,True
INV000235,1124.0,2,True
INV000236,242.5,5,True
INV000237,169.0,5,True
INV000238,113.4,11,True
INV000239,130.71428571428572,8,True
INV000240,330.25,5,True
INV000241,218.25,5,True
INV000242,348.75,5,True
INV000243,128.625,9,True
INV000244,188.0,7,True
INV000245,191.25,5,True
INV000246,186.42857142857142,8,True
INV000247,95.25,9,True
INV000248,208.16666666666666,7,True
INV000249,649.0,2,True
INV000250,193.0,7,True
INV000251,276.5,5,True
INV000252,,1,False
INV000253,189.66666666666666,7,True
INV000254,560.0,3,True
INV000255,406.6666666666667,4,True
INV000256,329.5,5,True
INV000257,112.0,3,True
INV000258,646.0,3,True
INV000259,238.8,6,True
INV000260,189.66666666666666,7,True
INV000261,151.8,6,True
INV000262,317.0,3,True
INV000263,208.0,6,True
INV000264,164.16666666666666,7,True
INV000265,244.2,6,True
INV000266,162.375,9,True
INV000267,136.33333333333334,7,True
INV000268,194.16666666666666,7,True
INV000269,76.0,3,True
INV000270,245.5,3,True
INV000271,662.0,2,True
INV000272,154.0,9,True
INV000273,194.28571428571428,8,True
INV000274,151.57142857142858,8,True
INV000275,139.5,3,True
INV000276,108.36363636363636,12,True
INV000277,341.0,4,True
INV000278,215.66666666666666,7,True
INV000279,226.66666666666666,4,True
INV000280,450.3333333333333,4,True
INV000281,340.0,3,True
INV000282,102.55555555555556,10,True
INV000283,189.2,6,True
INV000284,374.6666666666667,4,True
INV000285,162.25,9,True
INV000286,136.28571428571428,8,True
INV000287,131.85714285714286,8,True
INV000288,247.4,6,True
INV000289,433.6666666666667,4,True
INV000290,190.0,2,True
INV000291,83.2,6,True
INV000292,262.4,6,True
INV000293,166.5,5,True
INV000294,531.0,3,True
INV000295,859.0,2,True
INV000296,173.75,9,True
INV000297,684.0,2,True
INV000298,255.33333333333334,4,True
INV000299,194.42857142857142,8,True
INV000300,279.6,6,True
INV000301,498.0,3,True
INV000302,330.0,4,True
INV000303,176.71428571428572,8,True
INV000304,81.66666666666667,4,True
INV000305,164.625,9,True
INV000306,715.0,2,True
INV000307,380.6666666666667,4,True
INV000308,174.6,6,True
INV000309,180.0,8,True
INV000310,244.6,6,True
INV000311,172.14285714285714,8,True
INV000312,179.0,7,True
INV000313,96.11111111111111,10,True
INV000314,250.6,6,True
INV000315,144.0,6,True
INV000316,,1,False
INV000317,131.125,9,True
INV000318,,1,False
INV000319,1132.0,2,True
INV000320,240.6,6,True
INV000321,447.0,2,True
INV000322,268.0,3,True
INV000323,186.0,5,True
INV000324,50.0,2,True
INV000325,111.25,13,True
INV000326,1105.0,2,True
INV000327,171.0,9,True
INV000328,140.5,9,True
INV000329,277.4,6,True
INV000331,,1,False
INV000332,164.0,9,True
INV000333,612.0,3,True
INV000334,152.71428571428572,8,True
INV000335,301.3333333333333,4,True
INV000336,183.0,6,True
INV000337,208.66666666666666,7,True
INV000338,217.33333333333334,4,True
INV000339,124.66666666666667,4,True
INV000340,220.66666666666666,7,True
INV000342,331.0,2,True
INV000343,146.0,6,True
INV000344,341.0,5,True
INV000345,293.75,5,True
INV000346,442.0,2,True
INV000347,235.16666666666666,7,True
INV000348,107.125,9,True
INV000349,179.6,6,True
INV000350,148.0,3,True
INV000351,207.16666666666666,7,True
INV000352,309.5,5,True
INV000353,167.85714285714286,8,True
INV000354,191.75,5,True
INV000355,178.66666666666666,4,True
INV000356,156.5,7,True
INV000357,335.6666666666667,4,True
INV000358,707.0,3,True
INV000359,,1,False
INV000360,113.71428571428571,8,True
INV000361,193.0,2,True
INV000362,,1,False
INV000363,250.8,6,True
INV000364,166.0,5,True
INV000365,99.77777777777777,10,True
INV000366,429.3333333333333,4,True
INV000367,390.0,3,True
INV000368,229.4,6,True
INV000369,776.0,2,True
INV000370,748.0,2,True
INV000371,202.0,3,True
INV000372,177.0,8,True
INV000373,212.0,3,True
INV000374,114.22222222222223,10,True
INV000375,301.5,5,True
INV000376,132.0,6,True
INV000377,249.0,5,True
INV000378,143.28571428571428,8,True
INV000379,320.0,5,True
INV000380,229.4,6,True
INV000381,228.0,7,True
INV000382,180.5,7,True
INV000383,289.0,5,True
INV000384,175.5,3,True
INV000385,415.3333333333333,4,True
INV000386,246.8,6,True
INV000387,210.0,5,True
INV000388,135.88888888888889,10,True
INV000389,528.0,3,True
INV000390,310.25,5,True
INV000391,279.0,6,True
INV000392,180.71428571428572,8,True
INV000393,210.0,7,True
INV000394,197.85714285714286,8,True
INV000395,183.5,3,True
INV000396,141.85714285714286,8,True
INV000397,393.6666666666667,4,True
INV000398,723.0,2,True
INV000399,176.0,4,True
INV000400,194.66666666666666,4,True
INV000401,257.25,5,True
INV000402,149.0,10,True
INV000403,219.16666666666666,7,True
INV000404,176.625,9,True
INV000405,115.875,9,True
INV000406,119.88888888888889,10,True
INV000407,147.8,6,True
INV000408,296.5,5,True
INV000409,198.83333333333334,7,True
INV000410,57.0,2,True
INV000411,219.0,7,True
INV000412,321.0,5,True
INV000413,465.5,3,True
INV000414,345.3333333333333,4,True
INV000415,155.5,7,True
INV000416,260.5,3,True
INV000417,210.66666666666666,7,True
INV000418,156.25,5,True
INV000419,729.0,2,True
INV000420,334.5,3,True
INV000421,927.0,2,True
INV000422,177.25,9,True
INV000423,108.83333333333333,7,True
INV000424,195.85714285714286,8,True
INV000425,406.0,3,True
INV000426,329.6666666666667,4,True
INV000427,120.25,5,True
INV000428,158.375,9,True
INV000429,178.0,5,True
INV000430,188.57142857142858,8,True
INV000431,240.0,4,True
INV000432,173.83333333333334,7,True
INV000433,364.5,3,True
INV000434,,1,False
INV000435,352.0,3,True
INV000436,188.66666666666666,7,True
INV000437,148.0,7,True
INV000438,230.5,5,True
INV000439,292.0,5,True
INV000440,177.0,5,True
INV000441,130.375,9,True
INV000442,191.5,7,True
INV000443,141.8,6,True
INV000444,246.4,6,True
INV000445,155.5,3,True
INV000446,107.83333333333333,7,True
INV000447,225.0,2,True
INV000448,276.0,2,True
INV000449,188.66666666666666,4,True
INV000450,240.0,6,True
INV000451,139.55555555555554,10,True
INV000452,248.2,6,True
INV000453,516.5,3,True
INV000454,124.71428571428571,8,True
INV000455,168.5,9,True
INV000456,332.0,2,True
INV000457,928.0,2,True
INV000458,607.0,2,True
INV000459,153.4,6,True
INV000460,287.25,5,True
INV000461,112.44444444444444,10,True
INV000462,522.5,3,True
INV000463,267.4,6,True
INV000464,226.25,5,True
INV000465,164.0,7,True
INV000466,163.83333333333334,7,True
INV000467,145.33333333333334,7,True
INV000468,566.0,2,True
INV000469,174.5,5,True
INV000470,114.0,3,True
INV000471,192.66666666666666,7,True
INV000472,275.0,4,True
INV000473,270.5,5,True
INV000474,162.57142857142858,8,True
INV000475,125.875,9,True
INV000476,273.0,5,True
INV000477,180.14285714285714,8,True
INV000478,257.5,3,True
INV000479,117.4,11,True
INV000480,,1,False
INV000481,243.8,6,True
INV000482,130.0,3,True
INV000483,135.0,7,True
INV000484,278.5,5,True
INV000485,141.375,9,True
INV000486,319.0,2,True
INV000487,222.16666666666666,7,True
INV000488,170.0,6,True
INV000489,491.5,3,True
INV000490,79.66666666666667,4,True
INV000491,181.2,6,True
INV000492,160.85714285714286,8,True
INV000493,199.8,6,True
INV000494,882.0,2,True
INV000495,252.4,6,True
INV000496,230.4,6,True
INV000497,143.0,9,True
INV000498,289.0,4,True
INV000499,343.0,3,True
INV000500,257.4,6,True
INV000501,265.2,6,True
INV000502,168.71428571428572,8,True
INV000503,219.33333333333334,7,True
INV000504,282.25,5,True
INV000505,266.2,6,True
INV000506,,1,False
INV000507,178.71428571428572,8,True
INV000508,165.5,5,True
INV000509,168.71428571428572,8,True
INV000510,206.0,3,True
INV000511,,1,False
INV000512,186.66666666666666,7,True
INV000513,,1,False
INV000514,10.0,2,False
INV000515,253.0,3,True
INV000516,129.5,5,True
INV000517,147.55555555555554,10,True
INV000518,222.0,6,True
INV000519,427.0,3,True
INV000520,149.0,2,True
INV000521,179.4,6,True
INV000522,158.66666666666666,4,True
INV000523,439.3333333333333,4,True
INV000524,123.0,5,True
INV000525,210.0,2,True
INV000526,230.4,6,True
INV000527,471.0,3,True
INV000528,205.5,7,True
INV000529,211.66666666666666,7,True
INV000530,197.66666666666666,4,True
INV000531,274.0,5,True
INV000532,1075.0,2,True
INV000533,118.0,4,True
INV000534,326.0,3,True
INV000535,241.16666666666666,7,True
INV000536,418.0,3,True
INV000537,,1,False
INV000538,273.5,5,True
INV000539,159.0,10,True
INV000540,371.0,3,True
INV000541,813.0,2,True
INV000542,147.5,7,True
INV000543,135.85714285714286,8,True
INV000544,166.8,6,True
INV000545,354.5,3,True
INV000546,274.5,5,True
INV000547,169.0,9,True
INV000548,307.0,2,True
INV000549,366.5,3,True
INV000550,215.8,6,True
INV000551,189.83333333333334,7,True
INV000552,186.0,6,True
INV000553,106.0,6,True
INV000554,165.33333333333334,7,True
INV000555,125.0,4,True
INV000556,117.77777777777777,10,True
INV000557,129.66666666666666,10,True
INV000558,272.75,5,True
INV000559,58.5,3,True
INV000560,230.0,4,True
INV000561,182.25,5,True
INV000562,67.0,2,True
INV000563,142.0,2,True
INV000565,158.83333333333334,7,True
INV000567,212.5,3,True
INV000568,166.25,9,True
INV000569,193.33333333333334,4,True
INV000570,319.3333333333333,4,True
INV000571,253.2,6,True
INV000572,144.66666666666666,7,True
INV000573,531.0,3,True
INV000574,234.0,2,True
INV000575,211.0,3,True
INV000576,402.0,3,True
INV000577,131.33333333333334,10,True
INV000578,468.5,3,True
INV000579,229.83333333333334,7,True
INV000580,264.0,6,True
INV000581,279.0,4,True
INV000582,257.0,6,True
INV000583,224.4,6,True
INV000584,530.0,2,True
INV000585,393.6666666666667,4,True
INV000586,177.125,9,True
INV000587,339.5,5,True
INV000588,48.0,3,True
INV000589,195.0,6,True
INV000590,,1,False
INV000591,173.66666666666666,7,True
INV000592,166.0,4,True
INV000593,132.7,11,True
INV000594,173.57142857142858,8,True
INV000595,211.5,7,True
INV000596,141.0,2,True
INV000597,397.3333333333333,4,True
INV000598,236.0,6,True
INV000599,191.83333333333334,7,True
INV000600,100.6,6,True
INV000601,165.2,6,True
INV000602,252.75,5,True
INV000603,329.0,2,True
INV000604,92.33333333333333,10,True
INV000605,107.0,6,True
INV000606,,1,False
INV000607,271.2,6,True
INV000608,108.5,5,True
INV000609,209.5,5,True
INV000610,384.0,3,True
INV000611,319.25,5,True
INV000612,207.5,7,True
INV000613,182.5,7,True
INV000614,157.0,3,True
INV000615,253.4,6,True
INV000616,278.75,5,True
INV000617,374.0,2,True
INV000618,,1,False
INV000619,250.5,5,True
INV000620,215.66666666666666,4,True
INV000621,581.0,2,True
INV000622,197.71428571428572,8,True
INV000623,168.4,6,True
INV000624,208.5,7,True
INV000625,154.5,9,True
INV000626,282.0,5,True
INV000627,617.0,3,True
INV000628,359.3333333333333,4,True
INV000629,118.3,11,True
INV000630,656.0,3,True
INV000631,212.0,2,True
INV000632,386.5,3,True
INV000633,217.66666666666666,7,True
INV000634,131.0,5,True
INV000635,190.33333333333334,4,True
INV000636,332.0,3,True
INV000637,108.66666666666667,10,True
INV000638,236.66666666666666,4,True
INV000639,255.6,6,True
INV000640,353.3333333333333,4,True
INV000641,144.16666666666666,7,True
INV000642,260.3333333333333,4,True
INV000643,537.0,2,True
INV000644,311.0,5,True
INV000645,156.28571428571428,8,True
INV000646,120.85714285714286,8,True
INV000647,136.5,7,True
INV000648,246.5,5,True
INV000649,265.3333333333333,4,True
INV000650,203.42857142857142,8,True
INV000651,,1,False
INV000652,133.0,6,True
INV000653,136.875,9,True
INV000654,377.3333333333333,4,True
INV000655,196.85714285714286,8,True
INV000656,378.3333333333333,4,True
INV000657,120.875,9,True
INV000658,260.5,3,True
INV000659,280.0,4,True
INV000660,275.3333333333333,4,True
INV000661,313.0,5,True
INV000662,194.5,5,True
INV000663,187.0,6,True
INV000664,280.6,6,True
INV000665,406.0,4,True
INV000666,325.0,4,True
INV000667,132.14285714285714,8,True
INV000668,292.5,5,True
INV000669,294.0,3,True
INV000670,126.0,2,True
INV000671,191.0,3,True
INV000672,187.83333333333334,7,True
INV000673,221.0,6,True
INV000674,198.4,6,True
INV000675,122.0,2,True
INV000676,140.0,8,True
INV000677,203.0,3,True
INV000678,253.4,6,True
INV000679,51.0,3,True
INV000680,192.4,6,True
INV000681,355.5,3,True
INV000682,306.5,5,True
INV000683,289.0,2,True
INV000684,169.42857142857142,8,True
INV000685,203.0,8,True
INV000686,161.0,2,True
INV000687,176.0,5,True
INV000688,150.625,9,True
INV000689,309.0,4,True
INV000690,186.71428571428572,8,True
INV000691,204.16666666666666,7,True
INV000692,559.0,3,True
INV000693,186.71428571428572,8,True
INV000694,142.33333333333334,4,True
INV000695,158.2,6,True
INV000696,273.0,5,True
INV000697,100.0,2,True
INV000698,187.0,8,True
INV000699,228.33333333333334,4,True
INV000700,322.75,5,True
INV000701,163.2,6,True
INV000702,289.0,5,True
INV000703,117.0,2,True
INV000704,393.0,4,True
INV000705,224.33333333333334,7,True
INV000706,330.0,5,True
INV000707,249.0,6,True
INV000708,552.0,3,True
INV000709,224.4,6,True
INV000710,263.75,5,True
INV000711,,1,False
INV000712,245.0,5,True
INV000713,413.0,3,True
INV000714,412.0,4,True
INV000715,237.75,5,True
INV000716,172.375,9,True
INV000717,148.125,9,True
INV000718,431.0,4,True
INV000719,217.25,5,True
INV000720,265.25,5,True
INV000721,312.5,3,True
INV000722,435.6666666666667,4,True
INV000723,291.0,5,True
INV000724,249.8,6,True
INV000725,109.0909090909091,12,True
INV000726,289.0,2,True
INV000727,366.0,3,True
INV000728,451.3333333333333,4,True
INV000729,116.5,9,True
INV000730,168.75,9,True
INV000731,240.0,7,True
INV000732,33.0,2,False
INV000733,428.0,3,True
INV000734,230.33333333333334,7,True
INV000735,182.0,7,True
INV000736,174.28571428571428,8,True
INV000737,115.57142857142857,8,True
INV000738,187.57142857142858,8,True
INV000739,20.0,2,False
INV000740,178.57142857142858,8,True
INV000741,133.0,8,True
INV000742,161.0,7,True
INV000743,822.0,2,True
INV000744,324.0,4,True
INV000745,231.2,6,True
INV000746,278.0,4,True
INV000747,143.44444444444446,10,True
INV000748,102.28571428571429,8,True
INV000749,367.0,4,True
INV000750,160.71428571428572,8,True
INV000751,183.0,7,True
INV000752,97.5,3,True
INV000753,158.0,6,True
INV000754,266.0,3,True
INV000755,623.0,2,True
INV000756,263.0,5,True
INV000757,223.83333333333334,7,True
INV000758,475.0,3,True
INV000759,225.2,6,True
INV000760,,1,False
INV000761,582.5,3,True
INV000762,156.11111111111111,10,True
INV000763,150.875,9,True
INV000764,44.0,2,True
INV000765,245.5,3,True
INV000766,8.0,2,False
INV000767,361.0,4,True
INV000768,395.3333333333333,4,True
INV000769,222.75,5,True
INV000770,325.0,5,True
INV000771,,1,False
INV000772,349.0,4,True
INV000773,222.75,5,True
INV000774,140.88888888888889,10,True
INV000775,52.5,3,True
INV000776,404.0,4,True
INV000777,210.8,6,True
INV000778,,1,False
INV000779,133.0,2,True
INV000780,,1,False
INV000781,242.25,5,True
INV000782,623.0,2,True
INV000783,186.5,3,True
INV000784,193.6,6,True
INV000785,109.0,2,True
INV000786,,1,False
INV000787,341.3333333333333,4,True
INV000788,1247.0,2,True
INV000789,,1,False
INV000790,,1,False
INV000791,144.71428571428572,8,True
INV000792,38.0,2,True
INV000793,187.14285714285714,8,True
INV000794,226.16666666666666,7,True
INV000795,135.5,3,True
INV000796,208.5,5,True
INV000797,161.5,3,True
INV000798,355.0,3,True
INV000799,171.0,4,True
INV000800,,1,False
INV000801,187.5,5,True
INV000802,305.0,3,True
INV000803,240.2,6,True
INV000804,270.0,5,True
INV000805,642.5,3,True
INV000806,83.77777777777777,10,True
INV000807,206.6,6,True
INV000808,606.5,3,True
INV000809,893.0,2,True
INV000810,134.0,10,True
INV000811,164.28571428571428,8,True
INV000812,294.6666666666667,4,True
INV000813,74.5,3,True
INV000814,131.44444444444446,10,True
INV000815,1112.0,2,True
INV000816,247.66666666666666,4,True
INV000817,322.25,5,True
INV000818,598.0,3,True
INV000819,,1,False
INV000820,182.57142857142858,8,True
INV000821,119.33333333333333,7,True
INV000822,311.6666666666667,4,True
INV000823,248.4,6,True
INV000824,109.0,10,True
INV000825,444.0,3,True
INV000827,342.0,5,True
INV000828,160.25,5,True
INV000829,201.0,2,True
INV000830,237.66666666666666,4,True
INV000831,324.0,4,True
INV000832,157.16666666666666,7,True
INV000833,409.6666666666667,4,True
INV000834,279.5,5,True
INV000835,189.71428571428572,8,True
INV000836,,1,False
INV000837,401.0,4,True
INV000838,210.0,2,True
INV000839,201.0,2,True
INV000840,547.0,2,True
INV000841,328.6666666666667,4,True
INV000842,132.5,3,True
INV000843,842.0,2,True
INV000844,140.57142857142858,8,True
INV000845,,1,False
INV000846,227.66666666666666,7,True
INV000847,,1,False
INV000848,311.0,3,True
INV000849,207.4,6,True
INV000850,141.6,6,True
INV000851,183.5,7,True
INV000852,237.16666666666666,7,True
INV000853,137.42857142857142,8,True
INV000854,178.57142857142858,8,True
INV000855,228.25,5,True
INV000856,277.3333333333333,4,True
INV000857,146.0,10,True
INV000858,605.0,2,True
INV000859,392.0,3,True
INV000860,260.3333333333333,4,True
INV000861,197.42857142857142,8,True
INV000862,93.7,11,True
INV000863,129.2,6,True
INV000864,360.0,3,True
INV000865,259.75,5,True
INV000866,153.0,7,True
INV000867,409.6666666666667,4,True
INV000868,227.5,5,True
INV000869,227.2,6,True
INV000870,252.0,6,True
INV000871,120.0,2,True
INV000872,188.5,7,True
INV000873,861.0,2,True
INV000874,224.4,6,True
INV000875,409.0,4,True
INV000876,288.5,3,True
INV000877,208.2,6,True
INV000878,276.0,4,True
INV000879,166.5,7,True
INV000880,115.0,6,True
INV000881,787.0,2,True
INV000882,157.4,6,True
INV000883,450.6666666666667,4,True
INV000884,829.0,2,True
INV000885,387.6666666666667,4,True
INV000886,1318.0,2,True
INV000887,364.0,2,True
INV000888,68.0,2,True
INV000889,436.0,2,True
INV000890,96.77777777777777,10,True
INV000891,277.6666666666667,4,True
INV000892,276.6,6,True
INV000893,173.875,9,True
INV000894,440.6666666666667,4,True
INV000895,593.0,2,True
INV000896,121.27272727272727,12,True
INV000897,234.0,3,True
INV000898,307.0,5,True
INV000899,147.0,7,True
INV000900,305.0,2,True
INV000901,,1,False
INV000902,154.0,7,True
INV000903,131.0,8,True
INV000904,153.375,9,True
INV000905,146.0,4,True
INV000906,427.3333333333333,4,True
INV000907,31.0,2,False
INV000908,677.0,3,True
INV000909,328.6666666666667,4,True
INV000910,154.75,5,True
INV000911,575.0,2,True
INV000912,351.0,4,True
INV000913,252.75,5,True
INV000914,,1,False
INV000915,213.5,3,True
INV000916,127.57142857142857,8,True
INV000917,205.75,5,True
INV000918,,1,False
INV000919,351.25,5,True
INV000920,268.6666666666667,4,True
INV000921,160.6,6,True
INV000922,347.25,5,True
INV000923,178.66666666666666,7,True
INV000924,154.375,9,True
INV000925,257.0,5,True
INV000926,167.0,5,True
INV000927,157.6,6,True
INV000928,177.57142857142858,8,True
INV000929,317.0,4,True
INV000930,232.16666666666666,7,True
INV000931,401.6666666666667,4,True
INV000932,135.33333333333334,10,True
INV000933,,1,False
INV000934,220.5,5,True
INV000935,498.5,3,True
INV000936,132.14285714285714,8,True
INV000937,192.28571428571428,8,True
INV000938,256.8,6,True
INV000939,543.0,2,True
INV000940,271.0,5,True
INV000941,205.42857142857142,8,True
INV000942,195.85714285714286,8,True
INV000943,612.5,3,True
INV000944,1422.0,2,True
INV000945,,1,False
INV000946,343.0,2,True
INV000947,,1,False
INV000948,243.75,5,True
INV000949,,1,False
INV000950,13.0,2,False
INV000951,198.83333333333334,7,True
INV000952,,1,False
INV000953,365.0,3,True
INV000954,155.2,6,True
INV000955,299.75,5,True
INV000956,284.0,5,True
INV000957,137.0,3,True
INV000958,,1,False
INV000959,166.75,9,True
INV000960,158.8,6,True
INV000961,242.4,6,True
INV000962,301.5,5,True
INV000963,98.0,2,True
INV000964,125.75,5,True
INV000965,150.25,9,True
INV000966,80.77777777777777,10,True
INV000967,334.25,5,True
INV000968,1277.0,2,True
INV000969,146.0,8,True
INV000970,204.83333333333334,7,True
INV000971,213.66666666666666,7,True
INV000972,,1,False
INV000973,588.0,3,True
INV000974,148.75,9,True
INV000975,234.2,6,True
INV000976,130.22222222222223,10,True
INV000977,191.42857142857142,8,True
INV000978,503.5,3,True
INV000979,326.5,5,True
INV000980,273.0,6,True
INV000981,46.0,2,True
INV000982,204.0,6,True
INV000983,,1,False
INV000984,338.0,5,True
INV000985,,1,False
INV000986,231.33333333333334,4,True
INV000987,208.16666666666666,7,True
INV000988,229.2,6,True
INV000989,286.5,5,True
INV000990,159.75,9,True
INV000991,380.5,3,True
INV000992,223.66666666666666,7,True
INV000993,216.33333333333334,7,True
INV000994,307.6666666666667,4,True
INV000995,263.0,6,True
INV000996,221.83333333333334,7,True
INV000997,156.42857142857142,8,True
INV000998,103.6,6,True
INV000999,,1,False
INV001000,129.77777777777777,10,True
INV001001,278.3333333333333,4,True
INV001002,181.0,2,True
INV001003,407.3333333333333,4,True
INV001004,135.5,5,True
INV001005,256.0,2,True
INV001006,135.125,9,True
INV001007,35.0,2,False
INV001008,154.25,5,True
